ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
616533788,Photo,White-bearded Manakin,Manacus manacus,,Cameron Eckert,2024-01-12,2024,1,12,539,Brazil,BR-RJ,Rio de Janeiro,,Reserva Ecológica de Guapiaçu (REGUA),-22.4509480,-42.7709320,"",,Unspecified,"","",,,,,,,S158702905,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1103,1649
616518681,Photo,White-bearded Manakin,Manacus manacus,,Daniel Hernández Arciniegas,2024-03-24,2024,3,24,907,Colombia,CO-TOL,Tolima,,Jardín Botánico San Jorge,4.4500301,-75.2230614,"",,Unspecified,"","",,,,,,,S165854326,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,3000,4000
616504462,Photo,White-bearded Manakin,Manacus manacus,,Wilmer Ramirez,2024-03-22,2024,3,22,544,Colombia,CO-MET,Meta,,Predio Perico Ligero,2.2137604,-73.8006572,"",,Unspecified,"","",,,,,,,S165608920,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,1200,1600
616472121,Photo,White-bearded Manakin,Manacus manacus,,Joseane Derengoski,2023-05-13,2023,5,13,746,Brazil,BR-PR,Paraná,,Parque Estadual Rio da Onça,-25.7889421,-48.5297871,"",,Unspecified,"","",,,,,,,S137469585,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,3031,4009
616462434,Photo,White-bearded Manakin,Manacus manacus,,Beata Milhano,2024-02-02,2024,2,2,736,Colombia,CO-MAG,Magdalena,,Villa Maria Tayrona,11.2814735,-73.8782367,"",,Unspecified,"","",,,,,,,S160459353,"",,,,,Manacus manacus,whbman1,Species,15475,,5.00,1,,2732,4098
616462433,Photo,White-bearded Manakin,Manacus manacus,,Beata Milhano,2024-02-02,2024,2,2,736,Colombia,CO-MAG,Magdalena,,Villa Maria Tayrona,11.2814735,-73.8782367,"",,Unspecified,"","",,,,,,,S160459353,"",,,,,Manacus manacus,whbman1,Species,15475,,5.00,1,,2728,4092
616462429,Photo,White-bearded Manakin,Manacus manacus,,Beata Milhano,2024-02-02,2024,2,2,736,Colombia,CO-MAG,Magdalena,,Villa Maria Tayrona,11.2814735,-73.8782367,"",,Unspecified,"","",,,,,,,S160459353,"",,,,,Manacus manacus,whbman1,Species,15475,,5.00,1,,2002,3003
616462432,Photo,White-bearded Manakin,Manacus manacus,,Beata Milhano,2024-02-02,2024,2,2,736,Colombia,CO-MAG,Magdalena,,Villa Maria Tayrona,11.2814735,-73.8782367,"",,Unspecified,"","",,,,,,,S160459353,"",,,,,Manacus manacus,whbman1,Species,15475,,5.00,1,,2529,3793
616462430,Photo,White-bearded Manakin,Manacus manacus,,Beata Milhano,2024-02-02,2024,2,2,736,Colombia,CO-MAG,Magdalena,,Villa Maria Tayrona,11.2814735,-73.8782367,"",,Unspecified,"","",,,,,,,S160459353,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,1,,2048,3072
616462431,Photo,White-bearded Manakin,Manacus manacus,,Beata Milhano,2024-02-02,2024,2,2,736,Colombia,CO-MAG,Magdalena,,Villa Maria Tayrona,11.2814735,-73.8782367,"",,Unspecified,"","",,,,,,,S160459353,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,2190,3285
616444438,Photo,White-bearded Manakin,Manacus manacus,,LucianoNicolas Naka,2023-06-21,2023,6,21,630,Brazil,BR-BA,Bahia,,"Serra do Timorante (500 m); Parque Nacional de Boa Nova, BA",-14.4340200,-40.0815800,"",,Unspecified,"","",,,,,,,S149938340,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,1120,1004
616341889,Photo,White-bearded Manakin,Manacus manacus,,Cindy & Gene Cunningham,2024-02-22,2024,2,22,832,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S162545794,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,3840,4957
616335537,Photo,White-bearded Manakin,Manacus manacus,,Cindy & Gene Cunningham,2024-02-20,2024,2,20,1442,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S162395000,"",,,,"8 hopping males; 1 female",Manacus manacus,whbman1,Species,15475,,.00,0,,4024,6024
616335535,Photo,White-bearded Manakin,Manacus manacus,,Cindy & Gene Cunningham,2024-02-20,2024,2,20,1442,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S162395000,"",,,,"8 hopping males; 1 female",Manacus manacus,whbman1,Species,15475,,.00,0,,4024,6024
616335536,Photo,White-bearded Manakin,Manacus manacus,,Cindy & Gene Cunningham,2024-02-20,2024,2,20,1442,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S162395000,"",,,,"8 hopping males; 1 female",Manacus manacus,whbman1,Species,15475,,.00,0,,4024,6024
616335534,Photo,White-bearded Manakin,Manacus manacus,,Cindy & Gene Cunningham,2024-02-20,2024,2,20,1442,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S162395000,"",,,,"8 hopping males; 1 female",Manacus manacus,whbman1,Species,15475,,.00,0,,4024,6024
616327550,Photo,White-bearded Manakin,Manacus manacus,,Miguel Podas,2024-03-16,2024,3,16,900,Brazil,BR-SP,São Paulo,,"10502 Estrada Antonio Donizete Leite, São Paulo, BR (-23,439, -45,982)",-23.4393683,-45.9824817,"",,Unspecified,"","",,,,,,,S165168650,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,1803,1879
616268748,Photo,White-bearded Manakin,Manacus manacus,,Yann Kolbeinsson,2023-03-21,2023,3,21,1328,Brazil,BR-RJ,Rio de Janeiro,,Angra dos Reis--Sertão de Mambucaba/Perequê,-22.9828067,-44.5432091,Adult Male – 1,,Unspecified,"","",,,,,,,S131490466,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,800,1200
616205536,Photo,White-bearded Manakin,Manacus manacus,,Claire Bélanger,2024-02-21,2024,2,21,632,Colombia,CO-MAG,Magdalena,,"Vías Parque Nacional Tayrona, Magdalena, CO (11,303, -73,923)",11.3029253,-73.9229089,"",,Unspecified,"","",,,,,,,S162496154,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,2889,4220
616205533,Photo,White-bearded Manakin,Manacus manacus,,Claire Bélanger,2024-02-21,2024,2,21,632,Colombia,CO-MAG,Magdalena,,"Vías Parque Nacional Tayrona, Magdalena, CO (11,303, -73,923)",11.3029253,-73.9229089,"",,Unspecified,"","",,,,,,,S162496154,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,2212,2983
616191312,Photo,White-bearded Manakin,Manacus manacus,,Cameron Eckert,2024-01-14,2024,1,14,903,Brazil,BR-RJ,Rio de Janeiro,,Reserva Ecológica de Guapiacu--wetlands,-22.4528318,-42.7725564,"",,Unspecified,"","",,,,,,,S158997312,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1212,1823
616191315,Photo,White-bearded Manakin,Manacus manacus,,Cameron Eckert,2024-01-14,2024,1,14,903,Brazil,BR-RJ,Rio de Janeiro,,Reserva Ecológica de Guapiacu--wetlands,-22.4528318,-42.7725564,"",,Unspecified,"","",,,,,,,S158997312,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1425,2137
616191310,Photo,White-bearded Manakin,Manacus manacus,,Cameron Eckert,2024-01-14,2024,1,14,903,Brazil,BR-RJ,Rio de Janeiro,,Reserva Ecológica de Guapiacu--wetlands,-22.4528318,-42.7725564,"",,Unspecified,"","",,,,,,,S158997312,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1139,1711
616191311,Photo,White-bearded Manakin,Manacus manacus,,Cameron Eckert,2024-01-14,2024,1,14,903,Brazil,BR-RJ,Rio de Janeiro,,Reserva Ecológica de Guapiacu--wetlands,-22.4528318,-42.7725564,"",,Unspecified,"","",,,,,,,S158997312,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1136,1703
616187099,Photo,White-bearded Manakin,Manacus manacus,,Patrícia Hanate,2024-03-14,2024,3,14,1130,Brazil,BR-SP,São Paulo,,PE Xixová-Japuí,-23.9858941,-46.3848447,Adult Male – 1,,Unspecified,"","",,,,,,,S164834613,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,1180,1720
616187098,Photo,White-bearded Manakin,Manacus manacus,,Patrícia Hanate,2024-03-14,2024,3,14,1130,Brazil,BR-SP,São Paulo,,PE Xixová-Japuí,-23.9858941,-46.3848447,Adult Male – 1,,Unspecified,"","",,,,,,,S164834613,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1053,1506
616159556,Photo,White-bearded Manakin,Manacus manacus,,Antoine Rabussier,2021-10-15,2021,10,15,500,Brazil,BR-AL,Alagoas,,Barra de São Miguel--apenas para listas históricas (usar uma localidade mais precisa),-9.8363577,-35.8919048,"",,Unspecified,"","",,,,,,,S99568976,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,3143,4715
616159432,Photo,White-bearded Manakin,Manacus manacus,,Sergio Porto,2024-03-16,2024,3,16,708,Brazil,BR-RJ,Rio de Janeiro,,Três Rios--Fazenda Piracema,-22.0927526,-43.1493820,Adult Female – 1,,Unspecified,"","",,,,,,,S165104346,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,1201,1802
616127795,Photo,White-bearded Manakin,Manacus manacus,,Experiencia Naturaleza Edwin Avella,2024-03-15,2024,3,15,1600,Colombia,CO-CAS,Casanare,,Vereda La Primavera,5.4002642,-72.4738455,"",,Unspecified,"","",,,,,,,S165092554,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,3648,3648
616077997,Photo,White-bearded Manakin,Manacus manacus,,Antoine Rabussier,2018-06-10,2018,6,10,0,Brazil,BR-RJ,Rio de Janeiro,,Paraty--Vale dos Pássaros,-23.2038521,-44.8047694,"",,Unspecified,"","",,,,,,,S83060139,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,4000,6000
616077995,Photo,White-bearded Manakin,Manacus manacus,,Antoine Rabussier,2018-06-10,2018,6,10,0,Brazil,BR-RJ,Rio de Janeiro,,Paraty--Vale dos Pássaros,-23.2038521,-44.8047694,"",,Unspecified,"","",,,,,,,S83060139,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,3368,5052
615975317,Photo,White-bearded Manakin,Manacus manacus,,Daniel J. Riley,2015-01-16,2015,1,16,600,Colombia,CO-MAG,Magdalena,,PNN Tayrona,11.3057760,-73.9470172,"",,Unspecified,"","",,,,,,,S21680047,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,2868,4302
615963991,Photo,White-bearded Manakin,Manacus manacus,,JOSE JORGE MÉNDEZ,2024-03-10,2024,3,10,630,Colombia,CO-COR,Córdoba,,YUCA SECA KM 29,8.5649787,-75.7004193,"",,Unspecified,"","",,,,,,,S164555960,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,2176,2901
615954223,Photo,White-bearded Manakin,Manacus manacus,,Beata Milhano,2024-02-02,2024,2,2,736,Colombia,CO-MAG,Magdalena,,Villa Maria Tayrona,11.2814735,-73.8782367,"",,Unspecified,"","",,,,,,,S160459353,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,1,,2173,3260
615951155,Photo,White-bearded Manakin,Manacus manacus,,John Richardson,2018-01-22,2018,1,22,830,Colombia,CO-TOL,Tolima,,RN Bellavista,4.4876875,-75.1952577,"",,Unspecified,"","",,,,,,,S164516447,"",,,,,Manacus manacus,whbman1,Species,15475,,5.00,1,,1497,2068
615951153,Photo,White-bearded Manakin,Manacus manacus,,John Richardson,2018-01-22,2018,1,22,830,Colombia,CO-TOL,Tolima,,RN Bellavista,4.4876875,-75.1952577,"",,Unspecified,"","",,,,,,,S164516447,"",,,,,Manacus manacus,whbman1,Species,15475,,5.00,1,,1476,2290
615951154,Photo,White-bearded Manakin,Manacus manacus,,John Richardson,2018-01-22,2018,1,22,830,Colombia,CO-TOL,Tolima,,RN Bellavista,4.4876875,-75.1952577,"",,Unspecified,"","",,,,,,,S164516447,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,1685,2214
615951152,Photo,White-bearded Manakin,Manacus manacus,,John Richardson,2018-01-22,2018,1,22,830,Colombia,CO-TOL,Tolima,,RN Bellavista,4.4876875,-75.1952577,"",,Unspecified,"","",,,,,,,S164516447,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,1504,2360
615951151,Photo,White-bearded Manakin,Manacus manacus,,John Richardson,2018-01-22,2018,1,22,830,Colombia,CO-TOL,Tolima,,RN Bellavista,4.4876875,-75.1952577,"",,Unspecified,"","",,,,,,,S164516447,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,1264,1877
615951150,Photo,White-bearded Manakin,Manacus manacus,,John Richardson,2018-01-22,2018,1,22,830,Colombia,CO-TOL,Tolima,,RN Bellavista,4.4876875,-75.1952577,"",,Unspecified,"","",,,,,,,S164516447,"",,,,,Manacus manacus,whbman1,Species,15475,,5.00,1,,1039,1583
615951149,Photo,White-bearded Manakin,Manacus manacus,,John Richardson,2018-01-22,2018,1,22,830,Colombia,CO-TOL,Tolima,,RN Bellavista,4.4876875,-75.1952577,"",,Unspecified,"","",,,,,,,S164516447,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,1012,1444
615928534,Photo,White-bearded Manakin,Manacus manacus,,Robert Lockett,2024-02-19,2024,2,19,944,Brazil,BR-SP,São Paulo,,Ubatuba--Fazenda Angelim,-23.3972349,-45.0641004,Adult Male – 1,,Unspecified,"","",,,,,,,S163621918,"",,,,,Manacus manacus,whbman1,Species,15475,,5.00,1,,1790,2683
615928535,Photo,White-bearded Manakin,Manacus manacus,,Robert Lockett,2024-02-19,2024,2,19,944,Brazil,BR-SP,São Paulo,,Ubatuba--Fazenda Angelim,-23.3972349,-45.0641004,Adult Male – 1,,Unspecified,"","",,,,,,,S163621918,"",,,,,Manacus manacus,whbman1,Species,15475,,5.00,1,,1784,2674
615928533,Photo,White-bearded Manakin,Manacus manacus,,Robert Lockett,2024-02-19,2024,2,19,944,Brazil,BR-SP,São Paulo,,Ubatuba--Fazenda Angelim,-23.3972349,-45.0641004,Adult Male – 1,,Unspecified,"","",,,,,,,S163621918,"",,,,,Manacus manacus,whbman1,Species,15475,,5.00,1,,1620,2429
615915787,Photo,White-bearded Manakin,Manacus manacus,,Berend van Baak,2024-01-24,2024,1,24,800,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S160740688,"",,,,,Manacus manacus,whbman1,Species,15475,,5.00,1,,2548,2655
615897471,Photo,White-bearded Manakin,Manacus manacus,,Carlos Felipe Robayo Jara,2024-02-24,2024,2,24,600,Colombia,CO-CAS,Casanare,,Vereda La Primavera,5.4002642,-72.4738455,"",,Unspecified,"","",,,,,,,S163120605,"",,,,1 macho en un bosque ripario,Manacus manacus,whbman1,Species,15475,,2.00,1,,1706,2560
615880023,Photo,White-bearded Manakin,Manacus manacus,,Vitor Rolf Laubé,2024-03-09,2024,3,9,1300,Brazil,BR-SP,São Paulo,,PE Restinga de Bertioga--Praia de Itaguaré,-23.7802310,-45.9712850,"",,Unspecified,"","",,,,,,,S164311259,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,2121,2828
615786219,Photo,White-bearded Manakin,Manacus manacus,,Guilherme Thielen,2024-03-08,2024,3,8,1037,Brazil,BR-SC,Santa Catarina,,"258 Rua do Louro, Santa Catarina, BR (-27,56, -48,492)",-27.5597125,-48.4921122,"",,Unspecified,"","",,,,,,,S164088943,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,3456,4608
615786220,Photo,White-bearded Manakin,Manacus manacus,,Guilherme Thielen,2024-03-08,2024,3,8,1037,Brazil,BR-SC,Santa Catarina,,"258 Rua do Louro, Santa Catarina, BR (-27,56, -48,492)",-27.5597125,-48.4921122,"",,Unspecified,"","",,,,,,,S164088943,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,3456,4608
615781642,Photo,White-bearded Manakin,Manacus manacus,,Kevin Murphy,2024-03-06,2024,3,6,606,Colombia,CO-MAG,Magdalena,,PNN Tayrona--Sector Cañaveral,11.2962611,-73.9140844,"",,Unspecified,"","",,,,,,,S163893977,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,2594,3015
615781090,Photo,White-bearded Manakin,Manacus manacus,,Brandon Best,2013-05-14,2013,5,14,0,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S57574499,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,1055,1500
615771663,Photo,White-bearded Manakin,Manacus manacus,,Fello Beltrán,2024-03-06,2024,3,6,1009,Colombia,CO-TOL,Tolima,,"Finca Providencia, Falán Tolima, CO (5.125, -74.972)",5.1253212,-74.9723775,"",,Unspecified,"","",,,,,,,S163907578,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,1,,749,1048
615771662,Photo,White-bearded Manakin,Manacus manacus,,Fello Beltrán,2024-03-06,2024,3,6,1009,Colombia,CO-TOL,Tolima,,"Finca Providencia, Falán Tolima, CO (5.125, -74.972)",5.1253212,-74.9723775,"",,Unspecified,"","",,,,,,,S163907578,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,589,823
615768202,Photo,White-bearded Manakin,Manacus manacus,,Luis Carlos García Mejía,2024-03-01,2024,3,1,1509,Colombia,CO-CAL,Caldas,,Río la Miel- borde de río Tasajo,5.3911530,-74.9288400,"",,Unspecified,"","",,,,,,,S163757786,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,1629,2443
615765177,Photo,White-bearded Manakin,Manacus manacus,,Obie Gilkerson,2024-01-26,2024,1,26,756,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S159833821,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,2106,3162
615765179,Photo,White-bearded Manakin,Manacus manacus,,Obie Gilkerson,2024-01-26,2024,1,26,756,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S159833821,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,2403,3603
615765176,Photo,White-bearded Manakin,Manacus manacus,,Obie Gilkerson,2024-01-26,2024,1,26,756,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S159833821,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,1910,2864
615765178,Photo,White-bearded Manakin,Manacus manacus,,Obie Gilkerson,2024-01-26,2024,1,26,756,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S159833821,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,2013,3018
615763427,Photo,White-bearded Manakin,Manacus manacus,,Cindy & Gene Cunningham,2024-02-19,2024,2,19,1333,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S162279629,"",,,,"3 males; heard more wing snaps in the area",Manacus manacus,whbman1,Species,15475,,.00,0,,4024,6024
615763425,Photo,White-bearded Manakin,Manacus manacus,,Cindy & Gene Cunningham,2024-02-19,2024,2,19,1333,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S162279629,"",,,,"3 males; heard more wing snaps in the area",Manacus manacus,whbman1,Species,15475,,.00,0,,4024,6024
615763426,Photo,White-bearded Manakin,Manacus manacus,,Cindy & Gene Cunningham,2024-02-19,2024,2,19,1333,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S162279629,"",,,,"3 males; heard more wing snaps in the area",Manacus manacus,whbman1,Species,15475,,.00,0,,4024,6024
615763424,Photo,White-bearded Manakin,Manacus manacus,,Cindy & Gene Cunningham,2024-02-19,2024,2,19,1333,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S162279629,"",,,,"3 males; heard more wing snaps in the area",Manacus manacus,whbman1,Species,15475,,.00,0,,4024,6024
615762815,Photo,White-bearded Manakin,Manacus manacus,,Cindy & Gene Cunningham,2024-02-19,2024,2,19,827,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S162206287,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,4024,6024
615762810,Photo,White-bearded Manakin,Manacus manacus,,Cindy & Gene Cunningham,2024-02-19,2024,2,19,827,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S162206287,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,4024,6024
615762811,Photo,White-bearded Manakin,Manacus manacus,,Cindy & Gene Cunningham,2024-02-19,2024,2,19,827,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S162206287,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,4024,6024
615762809,Photo,White-bearded Manakin,Manacus manacus,,Cindy & Gene Cunningham,2024-02-19,2024,2,19,827,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S162206287,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,4024,6024
615762813,Photo,White-bearded Manakin,Manacus manacus,,Cindy & Gene Cunningham,2024-02-19,2024,2,19,827,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S162206287,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,4024,6024
615762812,Photo,White-bearded Manakin,Manacus manacus,,Cindy & Gene Cunningham,2024-02-19,2024,2,19,827,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S162206287,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,4024,6024
615762808,Photo,White-bearded Manakin,Manacus manacus,,Cindy & Gene Cunningham,2024-02-19,2024,2,19,827,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S162206287,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,4024,6024
615762807,Photo,White-bearded Manakin,Manacus manacus,,Cindy & Gene Cunningham,2024-02-19,2024,2,19,827,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S162206287,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,4024,6024
615691483,Photo,White-bearded Manakin,Manacus manacus,,Luz S Cardona M,2024-03-03,2024,3,3,913,Colombia,CO-CUN,Cundinamarca,,"Finca La Granjita, Cundinamarca, CO (4,742, -74,696)",4.7415999,-74.6961579,"",,Unspecified,"","",,,,,,,S163784040,"",,,,Hembra,Manacus manacus,whbman1,Species,15475,,.00,0,,2922,2923
615691482,Photo,White-bearded Manakin,Manacus manacus,,Luz S Cardona M,2024-03-03,2024,3,3,913,Colombia,CO-CUN,Cundinamarca,,"Finca La Granjita, Cundinamarca, CO (4,742, -74,696)",4.7415999,-74.6961579,"",,Unspecified,"","",,,,,,,S163784040,"",,,,Hembra,Manacus manacus,whbman1,Species,15475,,.00,0,,2595,2594
615690901,Photo,White-bearded Manakin,Manacus manacus,,Claudia Andrea Posada Palacio,2024-02-24,2024,2,24,900,Colombia,CO-ANT,Antioquia,,Finca el Toche,6.3106767,-75.0646732,"",,Unspecified,"","",,,,,,,S163511919,"",,,,,Manacus manacus,whbman1,Species,15475,,.00,0,,667,1000
615688337,Photo,White-bearded Manakin,Manacus manacus,,Luz S Cardona M,2024-03-02,2024,3,2,830,Colombia,CO-CUN,Cundinamarca,,"Finca La Granjita, Cundinamarca, CO (4,742, -74,696)",4.7415999,-74.6961579,"",,Unspecified,"","",,,,,,,S163735473,"",,,,5 machos 1 hembra,Manacus manacus,whbman1,Species,15475,,.00,0,,2193,2193
